tabua,label,grupo,sexo,tipo,idade,qx,lx,ex
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,49,0.00268,956016.2359,34.64
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,50,0.0029,953454.1124,33.73
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,51,0.00313,950689.0955,32.83
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,52,0.00339,947713.4386,31.93
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,53,0.00367,944500.69,31.04
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,54,0.00398,941034.3725,30.16
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,55,0.00431,937289.0557,29.28
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,56,0.00468,933249.3399,28.4
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,57,0.00509,928881.733,27.54
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,58,0.00554,924153.7249,26.68
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,59,0.00603,919033.9133,25.83
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,60,0.00656,913492.1388,24.98
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,61,0.00715,907499.6304,24.15
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,62,0.0078,901011.008,23.32
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,63,0.00851,893983.1221,22.51
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,64,0.00929,886375.3258,21.7
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,65,0.01014,878140.899,20.9
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,66,0.01107,869236.5503,20.12
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,67,0.0121,859614.1017,19.34
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,68,0.01323,849212.771,18.58
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,69,0.01446,837977.6861,17.83
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,70,0.01581,825860.5287,17.09
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,71,0.0173,812803.6738,16.36
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,72,0.01893,798742.1702,15.65
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,73,0.02072,783621.9809,14.96
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,74,0.02268,767385.3335,14.27
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,75,0.02483,749981.0341,13.6
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,76,0.02719,731359.0051,12.95
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,77,0.02977,711473.3537,12.31
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,78,0.03261,690292.792,11.69
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,79,0.03573,667782.344,11.08
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,80,0.03914,643922.4809,10.49
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,81,0.04289,618719.355,9.92
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,82,0.047,592182.4818,9.37
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,83,0.0515,564349.9052,8.83
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,84,0.05645,535285.8851,8.31
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,85,0.06187,505068.9969,7.8
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,86,0.06782,473820.378,7.32
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,87,0.07434,441685.88,6.85
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,88,0.0815,408850.9517,6.4
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,89,0.08935,375529.5991,5.97
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,90,0.09796,341976.0294,5.55
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,91,0.10741,308476.0576,5.16
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,92,0.11777,275342.6442,4.78
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,93,0.12913,242915.541,4.42
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,94,0.1416,211547.8572,4.07
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,95,0.15527,181592.6806,3.74
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,96,0.17027,153396.7851,3.43
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,97,0.18672,127277.9145,3.13
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,98,0.20477,103512.5823,2.85
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,99,0.22457,82316.3108,2.59
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,100,0.24628,63830.5369,2.34
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,101,0.2701,48110.3523,2.1
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,102,0.29622,35115.7461,1.88
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,103,0.32488,24713.7598,1.67
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,104,0.35632,16684.7535,1.47
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,105,0.3908,10739.6421,1.29
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,106,0.42862,6542.59,1.12
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,107,0.47011,3738.3051,0.96
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,108,0.51562,1980.8905,0.81
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,109,0.56553,959.5037,0.67
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,110,0.62029,416.8756,0.54
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,111,0.68035,158.2918,0.42
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,112,0.74623,50.598,0.3
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,113,0.81849,12.8403,0.2
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,114,0.89776,2.3306,0.1
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,115,0.98471,0.2383,0.02
BR-EMSsb-2010-M,BR-EMSsb 2010 (M),BR-EMS,M,sb,116,1.0,0.0036,0.0
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,0,0.00038,1000000,86.74
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,1,0.00038,999620.0,85.77
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,2,0.0002,999240.1444,84.8
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,3,0.00013,999040.2964,83.82
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,4,0.0001,998910.4211,82.83
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,5,8e-05,998810.5301,81.84
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,6,7e-05,998730.6252,80.85
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,7,7e-05,998660.7141,79.85
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,8,8e-05,998590.8079,78.86
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,9,9e-05,998510.9206,77.86
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,10,0.00012,998421.0546,76.87
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,11,0.00015,998301.2441,75.88
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,12,0.00018,998151.4989,74.89
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,13,0.00022,997971.8316,73.9
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,14,0.00025,997752.2778,72.92
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,15,0.00027,997502.8398,71.94
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,16,0.00029,997233.514,70.96
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,17,0.0003,996944.3163,69.98
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,18,0.00031,996645.233,69.0
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,19,0.0003,996336.2729,68.02
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,20,0.0003,996037.3721,67.04
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,21,0.0003,995738.5609,66.06
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,22,0.00029,995439.8393,65.08
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,23,0.00029,995151.1617,64.1
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,24,0.00029,994862.5679,63.12
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,25,0.00029,994574.0578,62.14
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,26,0.00029,994285.6313,61.16
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,27,0.0003,993997.2884,60.17
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,28,0.00032,993699.0893,59.19
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,29,0.00033,993381.1055,58.21
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,30,0.00035,993053.2898,57.23
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,31,0.00037,992705.7211,56.25
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,32,0.0004,992338.42,55.27
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,33,0.00042,991941.4846,54.29
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,34,0.00045,991524.8692,53.32
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,35,0.00047,991078.683,52.34
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,36,0.00051,990612.8761,51.36
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,37,0.00054,990107.6635,50.39
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,38,0.00058,989573.0053,49.42
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,39,0.00062,988999.053,48.45
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,40,0.00066,988385.8736,47.48
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,41,0.00071,987733.5389,46.51
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,42,0.00077,987032.2481,45.54
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,43,0.00083,986272.2333,44.58
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,44,0.00089,985453.6273,43.61
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,45,0.00096,984576.5736,42.65
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,46,0.00104,983631.3801,41.69
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,47,0.00112,982608.4034,40.74
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,48,0.00121,981507.882,39.78
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,49,0.00131,980320.2575,38.83
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,50,0.00142,979036.038,37.88
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,51,0.00155,977645.8068,36.93
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,52,0.00169,976130.4558,35.99
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,53,0.00185,974480.7953,35.05
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,54,0.00203,972678.0058,34.12
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,55,0.00223,970703.4695,33.19
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,56,0.00245,968538.8007,32.26
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,57,0.00271,966165.8807,31.34
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,58,0.00299,963547.5712,30.43
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,59,0.0033,960666.5639,29.52
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,60,0.00365,957496.3643,28.61
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,61,0.00403,954001.5025,27.72
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,62,0.00445,950156.8765,26.83
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,63,0.00491,945928.6784,25.95
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,64,0.00541,941284.1686,25.08
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,65,0.00593,936191.8212,24.22
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,66,0.00648,930640.2037,23.36
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,67,0.0071,924609.6552,22.51
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,68,0.00775,918044.9266,21.67
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,69,0.00843,910930.0785,20.84
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,70,0.00919,903250.9379,20.02
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,71,0.01006,894950.0618,19.21
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,72,0.01102,885946.8641,18.4
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,73,0.01204,876183.7297,17.61
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,74,0.01313,865634.4776,16.82
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,75,0.01433,854268.6969,16.04
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,76,0.01566,842027.0265,15.28
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,77,0.01714,828840.8832,14.52
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,78,0.01876,814634.5505,13.77
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,79,0.02055,799352.0063,13.04
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,80,0.02264,782925.3226,12.31
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,81,0.02516,765199.8933,11.6
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,82,0.02817,745947.464,10.9
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,83,0.03176,724934.1239,10.21
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,84,0.03577,701910.2162,9.55
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,85,0.04042,676802.8877,8.9
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,86,0.04582,649446.515,8.28
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,87,0.05219,619688.8757,7.67
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,88,0.05928,587347.3133,7.1
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,89,0.06734,552529.3645,6.54
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,90,0.07651,515322.0371,6.01
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,91,0.08727,475894.7481,5.51
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,92,0.09906,434363.4134,5.04
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,93,0.11227,391335.3737,4.59
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,94,0.128,347400.1513,4.18
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,95,0.14641,302932.9319,3.79
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,96,0.16835,258580.5213,3.44
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,97,0.18672,215048.4906,3.13
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,98,0.20477,174894.6364,2.85
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,99,0.22457,139081.4617,2.59
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,100,0.24628,107847.9379,2.34
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,101,0.2701,81287.1477,2.1
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,102,0.29622,59331.4891,1.88
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,103,0.32488,41756.3154,1.67
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,104,0.35632,28190.5237,1.47
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,105,0.3908,18145.6763,1.29
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,106,0.42862,11054.346,1.12
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,107,0.47011,6316.2322,0.96
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,108,0.51562,3346.9083,0.81
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,109,0.56553,1621.1754,0.67
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,110,0.62029,704.3521,0.54
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,111,0.68035,267.4495,0.42
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,112,0.74623,85.4902,0.3
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,113,0.81849,21.6949,0.2
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,114,0.89776,3.9378,0.1
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,115,0.98471,0.4026,0.02
BR-EMSsb-2010-F,BR-EMSsb 2010 (F),BR-EMS,F,sb,116,1.0,0.0062,0.0
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,0,0.00274,1000000,77.89
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,1,0.00095,997260.0,77.11
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,2,0.00048,996312.603,76.18
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,3,0.0003,995834.373,75.22
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,4,0.00022,995535.6226,74.24
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,5,0.00018,995316.6048,73.26
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,6,0.00016,995137.4478,72.27
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,7,0.00015,994978.2258,71.28
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,8,0.00015,994828.9791,70.29
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,9,0.00016,994679.7547,69.3
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,10,0.00018,994520.606,68.31
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,11,0.00021,994341.5923,67.33
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,12,0.00026,994132.7805,66.34
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,13,0.00033,993874.306,65.36
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,14,0.00042,993546.3275,64.38
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,15,0.00053,993129.038,63.41
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,16,0.00065,992602.6796,62.44
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,17,0.00078,991957.4879,61.48
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,18,0.0009,991183.7611,60.53
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,19,0.00101,990291.6957,59.58
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,20,0.0011,989291.5011,58.64
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,21,0.00117,988203.2804,57.71
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,22,0.00122,987047.0826,56.78
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,23,0.00125,985842.8851,55.85
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,24,0.00127,984610.5815,54.92
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,25,0.00127,983360.1261,53.99
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,26,0.00127,982111.2587,53.05
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,27,0.00126,980863.9774,52.12
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,28,0.00126,979628.0888,51.19
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,29,0.00125,978393.7574,50.25
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,30,0.00126,977170.7652,49.31
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,31,0.00127,975939.5301,48.38
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,32,0.00129,974700.0869,47.44
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,33,0.00135,973442.7238,46.5
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,34,0.00142,972128.5761,45.56
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,35,0.00149,970748.1535,44.63
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,36,0.00157,969301.7387,43.69
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,37,0.00166,967779.935,42.76
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,38,0.00176,966173.4203,41.83
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,39,0.00186,964472.9551,40.91
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,40,0.00198,962679.0354,39.98
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,41,0.00211,960772.9309,39.06
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,42,0.00225,958745.7,38.15
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,43,0.0024,956588.5222,37.23
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,44,0.00256,954292.7098,36.32
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,45,0.00275,951849.7204,35.41
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,46,0.00295,949232.1337,34.51
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,47,0.00317,946431.8989,33.61
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,48,0.00341,943431.7098,32.72
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,49,0.00367,940214.6076,31.83
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,50,0.00396,936764.02,30.95
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,51,0.00427,933054.4345,30.07
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,52,0.00462,929070.2921,29.2
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,53,0.00499,924777.9873,28.34
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,54,0.00541,920163.3452,27.48
BR-EMSmt-2010-M,BR-EMSmt 2010 (M),BR-EMS,M,mt,55,0.00586,915185.2615,26.63
