tabua,label,grupo,sexo,tipo,idade,qx,lx,ex
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,0,0.000352673,1000000.0,81.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,1,0.0002263863,999647.0,80.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,2,0.0001963496,999421.0,79.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,3,0.0001813874,999225.0,78.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,4,0.000172686,999044.0,77.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,5,0.0001673759,998871.0,76.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,6,0.0001641625,998704.0,75.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,7,0.0001629112,998540.0,74.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,8,0.0001633819,998377.0,73.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,9,0.0001663195,998214.0,72.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,10,0.0001731675,998048.0,71.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,11,0.0001862037,997875.0,70.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,12,0.0002096997,997689.0,69.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,13,0.0002486764,997480.0,68.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,14,0.0003057705,997232.0,67.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,15,0.0003793169,996927.0,66.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,16,0.0004648048,996549.0,65.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,17,0.0005570015,996086.0,64.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,18,0.0006461586,995531.0,63.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,19,0.0007265512,994888.0,62.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,20,0.0007931791,994165.0,61.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,21,0.0008437119,993376.0,60.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,22,0.0008765021,992538.0,59.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,23,0.0008922445,991668.0,58.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,24,0.000895003,990784.0,57.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,25,0.0008864633,989897.0,56.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,26,0.0008697844,989019.0,55.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,27,0.0008498267,988159.0,54.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,28,0.000828435,987319.0,53.9
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,29,0.0008091954,986501.0,52.9
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,30,0.0007942939,985703.0,51.9
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,31,0.0007858324,984920.0,51.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,32,0.0007844502,984146.0,50.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,33,0.0007910742,983374.0,49.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,34,0.000806779,982596.0,48.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,35,0.0008312581,981803.0,47.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,36,0.0008650765,980987.0,46.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,37,0.0009090822,980139.0,45.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,38,0.0009629697,979248.0,44.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,39,0.0010267543,978305.0,43.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,40,0.0011018664,977300.0,42.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,41,0.0011874035,976223.0,41.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,42,0.0012847691,975064.0,40.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,43,0.0013940274,973811.0,39.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,44,0.0015160257,972454.0,38.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,45,0.0016514189,970980.0,37.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,46,0.0018018142,969376.0,36.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,47,0.0019683286,967630.0,35.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,48,0.0021525217,965725.0,34.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,49,0.0023562893,963646.0,33.9
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,50,0.0025803187,961376.0,33.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,51,0.0028275297,958895.0,32.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,52,0.0030996543,956184.0,31.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,53,0.0033995824,953220.0,30.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,54,0.003729461,949979.0,29.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,55,0.0040923344,946436.0,28.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,56,0.0044915374,942563.0,27.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,57,0.0049303584,938330.0,26.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,58,0.0054136483,933703.0,25.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,59,0.0059450334,928649.0,25.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,60,0.0065296007,923128.0,24.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,61,0.0071722161,917100.0,23.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,62,0.0078788852,910522.0,22.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,63,0.0086563625,903349.0,21.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,64,0.0095115578,895529.0,20.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,65,0.0104519497,887011.0,20.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,66,0.0114859391,877740.0,19.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,67,0.0126237559,867658.0,18.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,68,0.0138734835,856705.0,17.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,69,0.0152496783,844820.0,16.9
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,70,0.0167635518,831936.0,16.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,71,0.0184300559,817990.0,15.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,72,0.0202639879,802915.0,14.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,73,0.0222823196,786644.0,14.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,74,0.024504775,769116.0,13.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,75,0.0269506554,750269.0,12.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,76,0.029635836,730049.0,12.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,77,0.0325971686,708413.0,11.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,78,0.0358570079,685321.0,10.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,79,0.0394446464,660747.0,10.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,80,0.0433961328,634684.0,9.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,81,0.0477439739,607142.0,9.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,82,0.0525348101,578154.0,8.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,83,0.0578148445,547781.0,8.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,84,0.0636241407,516111.0,7.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,85,0.0700283914,483274.0,7.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,86,0.0770882108,449431.0,6.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,87,0.0848700717,414785.0,6.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,88,0.0934457259,379582.0,5.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,89,0.1029082626,344112.0,5.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,90,0.1133571933,308700.0,4.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,91,0.1248876218,273707.0,4.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,92,0.1376241205,239524.0,4.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,93,0.1517046674,206560.0,3.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,94,0.1672362831,175224.0,3.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,95,0.1844049862,145920.0,3.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,96,0.2033739768,119012.0,2.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,97,0.2243683381,94808.0,2.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,98,0.2475889855,73536.0,2.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,99,0.2732773833,55329.0,2.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,100,0.3016858435,40209.0,1.8
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,101,0.3331452048,28079.0,1.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,102,0.3678627306,18724.0,1.4
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,103,0.4062675254,11836.0,1.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,104,0.4486313948,7028.0,1.0
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,105,0.4951993429,3875.0,0.9
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,106,0.5461625216,1956.0,0.7
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,107,0.6016906041,888.0,0.6
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,108,0.6615649727,354.0,0.5
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,109,0.7250264216,120.0,0.3
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,110,0.7905941252,33.0,0.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,111,0.855635952,7.0,0.2
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,112,0.9153523739,1.0,0.1
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,113,0.9629801222,,
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,114,0.9912628352,,
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,115,0.9996218265,,
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,116,0.9999999975,,
BR-EMSsb-2021-M,BR-EMSsb 2021 (M),BR-EMS,M,sb,117,1.0,,
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,0,0.0002926024,1000000.0,86.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,1,0.0001921118,999707.0,85.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,2,0.0001545556,999515.0,84.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,3,0.0001342011,999361.0,83.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,4,0.0001214338,999227.0,82.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,5,0.0001131862,999105.0,81.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,6,0.0001087677,998992.0,80.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,7,0.0001089789,998884.0,79.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,8,0.0001148906,998775.0,78.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,9,0.0001271234,998660.0,77.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,10,0.0001454426,998533.0,76.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,11,0.0001684839,998388.0,75.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,12,0.000194344,998220.0,74.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,13,0.000220953,998026.0,73.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,14,0.0002465344,997805.0,72.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,15,0.0002694449,997559.0,71.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,16,0.0002887738,997290.0,70.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,17,0.0003041347,997002.0,69.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,18,0.0003156078,996699.0,68.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,19,0.0003234593,996385.0,67.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,20,0.0003283383,996062.0,66.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,21,0.0003308993,995735.0,65.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,22,0.0003319107,995406.0,64.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,23,0.0003319802,995075.0,63.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,24,0.0003318578,994745.0,62.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,25,0.0003320945,994415.0,61.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,26,0.0003333132,994085.0,60.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,27,0.0003359096,993753.0,59.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,28,0.0003403258,993420.0,58.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,29,0.0003468454,993081.0,58.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,30,0.0003559563,992737.0,57.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,31,0.0003676504,992384.0,56.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,32,0.0003823406,992019.0,55.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,33,0.0004003492,991639.0,54.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,34,0.000421797,991242.0,53.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,35,0.0004469061,990824.0,52.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,36,0.000476017,990382.0,51.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,37,0.0005094283,989910.0,50.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,38,0.0005474464,989406.0,49.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,39,0.0005902525,988864.0,48.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,40,0.000638368,988281.0,47.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,41,0.0006923977,987650.0,46.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,42,0.000752534,986966.0,45.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,43,0.0008194489,986223.0,44.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,44,0.0008936073,985415.0,43.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,45,0.0009759214,984534.0,42.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,46,0.0010669983,983573.0,41.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,47,0.0011674964,982524.0,40.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,48,0.0012785896,981377.0,39.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,49,0.0014010057,980122.0,38.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,50,0.0015362853,978749.0,37.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,51,0.0016854259,977245.0,36.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,52,0.0018494979,975598.0,35.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,53,0.0020305345,973794.0,34.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,54,0.0022300398,971817.0,33.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,55,0.0024493874,969649.0,32.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,56,0.0026910448,967274.0,32.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,57,0.0029569607,964671.0,31.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,58,0.0032498052,961819.0,30.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,59,0.0035721857,958693.0,29.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,60,0.0039266999,955269.0,28.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,61,0.0043169759,951517.0,27.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,62,0.0047468718,947410.0,26.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,63,0.0052206496,942913.0,25.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,64,0.0057413071,937990.0,24.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,65,0.0063149382,932605.0,24.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,66,0.0069471667,926715.0,23.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,67,0.007643038,920277.0,22.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,68,0.0084090081,913244.0,21.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,69,0.0092516938,905564.0,20.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,70,0.0101800969,897186.0,19.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,71,0.0112028796,888053.0,19.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,72,0.0123321401,878104.0,18.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,73,0.0135736618,867275.0,17.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,74,0.0149418726,855503.0,16.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,75,0.0164517928,842720.0,16.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,76,0.0181160009,828856.0,15.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,77,0.0199506903,813840.0,14.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,78,0.0219734791,797604.0,13.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,79,0.0242064957,780077.0,13.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,80,0.0266704878,761195.0,12.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,81,0.0293906119,740893.0,11.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,82,0.0323973578,719118.0,11.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,83,0.0357190201,695820.0,10.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,84,0.0393893076,670966.0,10.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,85,0.0434512088,644537.0,9.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,86,0.0479447806,616531.0,8.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,87,0.0529195081,586972.0,8.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,88,0.0584343089,555910.0,7.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,89,0.0645438741,523426.0,7.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,90,0.0713327682,489642.0,6.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,91,0.0788765414,454714.0,6.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,92,0.0872622022,418848.0,5.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,93,0.0965910721,382298.0,5.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,94,0.1069792537,345372.0,4.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,95,0.1185797068,308424.0,4.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,96,0.1315729034,271851.0,4.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,97,0.146098501,236083.0,3.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,98,0.162408948,201592.0,3.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,99,0.1807177584,168851.0,3.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,100,0.2013791948,138337.0,2.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,101,0.2246879252,110479.0,2.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,102,0.251041735,85655.0,2.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,103,0.2809524744,64152.0,1.9
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,104,0.3150074012,46129.0,1.7
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,105,0.3538938757,31598.0,1.4
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,106,0.3984032833,20416.0,1.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,107,0.4494033446,12282.0,1.0
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,108,0.5079349596,6762.0,0.8
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,109,0.5750130913,3328.0,0.6
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,110,0.651327613,1414.0,0.5
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,111,0.7366778976,493.0,0.3
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,112,0.8282022535,130.0,0.2
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,113,0.9165748019,22.0,0.1
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,114,0.9809465143,2.0,
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,115,0.9998161972,,
BR-EMSsb-2021-F,BR-EMSsb 2021 (F),BR-EMS,F,sb,116,1.0,,
BR-EMSmt-2021-M,BR-EMSmt 2021 (M),BR-EMS,M,mt,0,0.0003707975,1000000.0,78.3
BR-EMSmt-2021-M,BR-EMSmt 2021 (M),BR-EMS,M,mt,1,0.000242085,999629.0,77.4
BR-EMSmt-2021-M,BR-EMSmt 2021 (M),BR-EMS,M,mt,2,0.0002129199,999387.0,76.4
